record_id,work_order_id,record_date,workstation_id,material_id,consume_qty
634,WO0262,2025-03-07,W03,M008,33
635,WO0263,2025-03-07,W04,M006,43
636,WO0263,2025-03-07,W04,M004,27
637,WO0264,2025-03-07,W03,M007,35
638,WO0264,2025-03-07,W03,M004,14
639,WO0265,2025-03-07,W02,M006,26
640,WO0265,2025-03-07,W02,M005,11
641,WO0266,2025-03-08,W01,M003,4
642,WO0266,2025-03-08,W01,M008,11
643,WO0267,2025-03-08,W05,M008,12
644,WO0267,2025-03-08,W05,M004,7
645,WO0268,2025-03-09,W03,M001,13
646,WO0268,2025-03-09,W03,M008,9
647,WO0269,2025-03-10,W05,M006,33
648,WO0269,2025-03-10,W05,M003,32
649,WO0270,2025-03-10,W03,M005,55
650,WO0271,2025-03-10,W01,M007,30
651,WO0271,2025-03-10,W01,M005,31
652,WO0272,2025-03-10,W03,M003,51
653,WO0272,2025-03-10,W03,M008,39
654,WO0273,2025-03-11,W03,M006,35
655,WO0273,2025-03-11,W03,M003,22
656,WO0274,2025-03-11,W01,M006,41
657,WO0274,2025-03-11,W01,M003,17
658,WO0275,2025-03-11,W04,M002,16
659,WO0275,2025-03-11,W04,M006,43
660,WO0275,2025-03-11,W04,M001,9
661,WO0276,2025-03-11,W03,M006,31
662,WO0276,2025-03-11,W03,M008,24
663,WO0277,2025-03-11,W02,M007,10
664,WO0277,2025-03-11,W02,M002,10
665,WO0277,2025-03-11,W02,M008,49
666,WO0278,2025-03-11,W05,M007,19
667,WO0278,2025-03-11,W05,M002,41
668,WO0278,2025-03-11,W05,M001,42
669,WO0279,2025-03-12,W04,M007,27
670,WO0279,2025-03-12,W04,M004,29
671,WO0280,2025-03-12,W05,M006,33
672,WO0280,2025-03-12,W05,M003,28
673,WO0280,2025-03-12,W05,M008,11
674,WO0281,2025-03-12,W05,M005,36
675,WO0281,2025-03-12,W05,M008,33
676,WO0281,2025-03-12,W05,M004,45
677,WO0282,2025-03-12,W01,M006,31
678,WO0282,2025-03-12,W01,M003,30
679,WO0283,2025-03-13,W04,M002,21
680,WO0283,2025-03-13,W04,M005,14
681,WO0283,2025-03-13,W04,M004,20
682,WO0284,2025-03-13,W05,M007,19
683,WO0284,2025-03-13,W05,M006,33
684,WO0284,2025-03-13,W05,M005,28
685,WO0284,2025-03-13,W05,M004,54
686,WO0285,2025-03-13,W01,M002,26
687,WO0285,2025-03-13,W01,M008,23
688,WO0286,2025-03-13,W05,M007,35
689,WO0286,2025-03-13,W05,M005,29
690,WO0287,2025-03-13,W04,M002,28
691,WO0287,2025-03-13,W04,M006,24
692,WO0287,2025-03-13,W04,M001,34
693,WO0288,2025-03-13,W04,M007,39
694,WO0288,2025-03-13,W04,M002,16
695,WO0288,2025-03-13,W04,M001,13
696,WO0288,2025-03-13,W04,M008,37
697,WO0289,2025-03-13,W04,M002,46
698,WO0289,2025-03-13,W04,M008,33
699,WO0290,2025-03-14,W01,M006,16
700,WO0290,2025-03-14,W01,M004,17
701,WO0291,2025-03-14,W03,M007,54
702,WO0291,2025-03-14,W03,M006,24
703,WO0291,2025-03-14,W03,M008,41
704,WO0292,2025-03-14,W04,M005,47
705,WO0292,2025-03-14,W04,M008,30
706,WO0293,2025-03-14,W05,M002,46
707,WO0293,2025-03-14,W05,M003,24
708,WO0293,2025-03-14,W05,M004,34
709,WO0294,2025-03-14,W05,M002,36
710,WO0294,2025-03-14,W05,M006,22
711,WO0294,2025-03-14,W05,M005,32
712,WO0295,2025-03-14,W03,M007,55
713,WO0295,2025-03-14,W03,M008,20
714,WO0296,2025-03-15,W05,M007,19
715,WO0296,2025-03-15,W05,M004,13
716,WO0297,2025-03-16,W03,M005,9
717,WO0297,2025-03-16,W03,M008,15
718,WO0298,2025-03-16,W01,M005,19
719,WO0298,2025-03-16,W01,M008,14
720,WO0299,2025-03-17,W01,M002,40
721,WO0299,2025-03-17,W01,M006,40
722,WO0300,2025-03-17,W05,M003,20
723,WO0300,2025-03-17,W05,M005,47
724,WO0300,2025-03-17,W05,M008,39
725,WO0301,2025-03-17,W02,M001,9
726,WO0301,2025-03-17,W02,M008,33
727,WO0301,2025-03-17,W02,M004,45
728,WO0302,2025-03-17,W02,M002,32
729,WO0302,2025-03-17,W02,M006,36
730,WO0302,2025-03-17,W02,M005,23
731,WO0303,2025-03-17,W04,M007,32
732,WO0303,2025-03-17,W04,M001,30
733,WO0304,2025-03-17,W05,M006,24
734,WO0304,2025-03-17,W05,M008,30
735,WO0304,2025-03-17,W05,M004,35
736,WO0305,2025-03-18,W05,M007,30
737,WO0305,2025-03-18,W05,M008,15
738,WO0306,2025-03-18,W03,M001,30
739,WO0306,2025-03-18,W03,M004,35
740,WO0307,2025-03-18,W02,M002,39
741,WO0307,2025-03-18,W02,M003,33
742,WO0307,2025-03-18,W02,M001,19
743,WO0308,2025-03-18,W04,M007,34
744,WO0308,2025-03-18,W04,M006,33
745,WO0308,2025-03-18,W04,M005,17
746,WO0309,2025-03-18,W04,M002,43
747,WO0309,2025-03-18,W04,M003,42
748,WO0310,2025-03-18,W03,M001,36
749,WO0310,2025-03-18,W03,M005,22
750,WO0310,2025-03-18,W03,M008,45
751,WO0310,2025-03-18,W03,M004,47
752,WO0311,2025-03-19,W03,M002,26
753,WO0311,2025-03-19,W03,M001,32
754,WO0312,2025-03-19,W05,M005,13
755,WO0312,2025-03-19,W05,M004,33
756,WO0313,2025-03-19,W04,M007,28
757,WO0313,2025-03-19,W04,M002,44
758,WO0314,2025-03-19,W04,M002,49
759,WO0314,2025-03-19,W04,M008,18
760,WO0315,2025-03-19,W01,M007,26
761,WO0315,2025-03-19,W01,M003,37
762,WO0316,2025-03-19,W05,M002,12
763,WO0316,2025-03-19,W05,M003,24
764,WO0316,2025-03-19,W05,M004,19
765,WO0317,2025-03-19,W05,M007,38
766,WO0317,2025-03-19,W05,M005,37
767,WO0318,2025-03-20,W02,M007,34
768,WO0318,2025-03-20,W02,M002,33
769,WO0318,2025-03-20,W02,M001,16
770,WO0319,2025-03-20,W04,M002,22
771,WO0319,2025-03-20,W04,M003,23
772,WO0319,2025-03-20,W04,M001,56
773,WO0320,2025-03-20,W03,M007,32
774,WO0320,2025-03-20,W03,M006,33
775,WO0320,2025-03-20,W03,M005,17
776,WO0321,2025-03-21,W01,M007,31
777,WO0321,2025-03-21,W01,M003,46
778,WO0322,2025-03-21,W05,M002,42
779,WO0322,2025-03-21,W05,M001,29
780,WO0322,2025-03-21,W05,M005,17
781,WO0323,2025-03-21,W02,M006,32
782,WO0323,2025-03-21,W02,M005,15
783,WO0324,2025-03-21,W05,M006,32
784,WO0324,2025-03-21,W05,M005,38
785,WO0325,2025-03-21,W01,M007,42
786,WO0325,2025-03-21,W01,M002,44
787,WO0325,2025-03-21,W01,M003,27
788,WO0326,2025-03-21,W01,M003,37
789,WO0326,2025-03-21,W01,M006,47
790,WO0326,2025-03-21,W01,M005,48
791,WO0327,2025-03-22,W05,M007,14
792,WO0327,2025-03-22,W05,M002,10
793,WO0328,2025-03-23,W01,M006,18
794,WO0328,2025-03-23,W01,M003,15
795,WO0329,2025-03-24,W02,M002,32
796,WO0329,2025-03-24,W02,M001,8
797,WO0329,2025-03-24,W02,M005,15
798,WO0330,2025-03-24,W03,M007,35
799,WO0330,2025-03-24,W03,M004,10
800,WO0331,2025-03-24,W01,M006,26
801,WO0332,2025-03-24,W05,M003,40
802,WO0332,2025-03-24,W05,M004,10
803,WO0333,2025-03-24,W01,M002,11
804,WO0333,2025-03-24,W01,M001,19
805,WO0334,2025-03-25,W03,M007,10
806,WO0334,2025-03-25,W03,M006,40
807,WO0334,2025-03-25,W03,M008,50
808,WO0335,2025-03-25,W03,M003,24
809,WO0335,2025-03-25,W03,M005,27
810,WO0336,2025-03-25,W04,M002,46
811,WO0336,2025-03-25,W04,M006,41
812,WO0336,2025-03-25,W04,M001,47
813,WO0336,2025-03-25,W04,M004,12
814,WO0337,2025-03-25,W02,M008,24
815,WO0337,2025-03-25,W02,M004,41
816,WO0338,2025-03-25,W04,M002,28
817,WO0338,2025-03-25,W04,M001,32
818,WO0338,2025-03-25,W04,M004,26
819,WO0339,2025-03-25,W01,M005,52
820,WO0339,2025-03-25,W01,M008,45
821,WO0339,2025-03-25,W01,M004,49
822,WO0340,2025-03-26,W05,M006,57
823,WO0340,2025-03-26,W05,M005,9
824,WO0341,2025-03-26,W05,M003,40
825,WO0342,2025-03-26,W05,M007,13
826,WO0342,2025-03-26,W05,M006,24
827,WO0342,2025-03-26,W05,M003,17
828,WO0343,2025-03-26,W01,M002,44
829,WO0343,2025-03-26,W01,M006,33
830,WO0343,2025-03-26,W01,M001,37
831,WO0344,2025-03-27,W01,M007,28
832,WO0344,2025-03-27,W01,M006,22
833,WO0344,2025-03-27,W01,M003,29
834,WO0345,2025-03-27,W04,M007,49
835,WO0345,2025-03-27,W04,M002,23
836,WO0345,2025-03-27,W04,M008,18
837,WO0346,2025-03-27,W05,M007,30
838,WO0346,2025-03-27,W05,M008,18
839,WO0347,2025-03-27,W02,M007,55
840,WO0347,2025-03-27,W02,M004,43
841,WO0348,2025-03-28,W05,M003,41
842,WO0348,2025-03-28,W05,M005,20
843,WO0348,2025-03-28,W05,M004,18
844,WO0349,2025-03-28,W04,M007,42
845,WO0349,2025-03-28,W04,M002,39
846,WO0349,2025-03-28,W04,M006,25
847,WO0350,2025-03-28,W02,M007,33
848,WO0350,2025-03-28,W02,M001,20
849,WO0351,2025-03-28,W05,M008,44
850,WO0351,2025-03-28,W05,M004,37
851,WO0352,2025-03-28,W01,M007,25
852,WO0352,2025-03-28,W01,M006,31
853,WO0352,2025-03-28,W01,M005,16
854,WO0353,2025-03-29,W04,M007,15
855,WO0353,2025-03-29,W04,M005,13
856,WO0353,2025-03-29,W04,M004,10
857,WO0354,2025-03-29,W02,M007,10
858,WO0354,2025-03-29,W02,M002,7
859,WO0355,2025-03-30,W01,M002,4
860,WO0355,2025-03-30,W01,M008,23
861,WO0355,2025-03-30,W01,M004,9
862,WO0356,2025-03-31,W03,M006,29
863,WO0356,2025-03-31,W03,M003,25
864,WO0357,2025-03-31,W01,M003,40
865,WO0357,2025-03-31,W01,M001,25
866,WO0357,2025-03-31,W01,M008,8
867,WO0358,2025-03-31,W05,M002,20
868,WO0358,2025-03-31,W05,M004,19
869,WO0359,2025-03-31,W01,M002,14
870,WO0359,2025-03-31,W01,M001,17
871,WO0360,2025-03-31,W03,M008,22
872,WO0360,2025-03-31,W03,M004,41
873,WO0361,2025-03-31,W05,M007,37
874,WO0361,2025-03-31,W05,M003,17
