record_id,work_order_id,record_date,workstation_id,material_id,consume_qty,weekday,month
536,WO0221,2025-02-25,W05,M006,25,1,2
537,WO0221,2025-02-25,W05,M005,46,1,2
538,WO0221,2025-02-25,W05,M008,9,1,2
539,WO0222,2025-02-25,W04,M001,11,1,2
540,WO0222,2025-02-25,W04,M004,20,1,2
541,WO0223,2025-02-26,W03,M001,14,2,2
542,WO0223,2025-02-26,W03,M005,26,2,2
543,WO0224,2025-02-26,W03,M005,30,2,2
544,WO0224,2025-02-26,W03,M004,39,2,2
545,WO0225,2025-02-26,W05,M007,20,2,2
546,WO0225,2025-02-26,W05,M005,17,2,2
547,WO0226,2025-02-27,W03,M006,30,3,2
548,WO0226,2025-02-27,W03,M005,23,3,2
549,WO0226,2025-02-27,W03,M008,26,3,2
550,WO0227,2025-02-27,W03,M003,13,3,2
551,WO0227,2025-02-27,W03,M001,24,3,2
552,WO0228,2025-02-27,W03,M002,52,3,2
553,WO0228,2025-02-27,W03,M006,45,3,2
554,WO0228,2025-02-27,W03,M001,44,3,2
555,WO0229,2025-02-27,W02,M007,38,3,2
556,WO0229,2025-02-27,W02,M005,26,3,2
557,WO0230,2025-02-27,W03,M007,32,3,2
558,WO0230,2025-02-27,W03,M005,40,3,2
559,WO0230,2025-02-27,W03,M004,19,3,2
560,WO0231,2025-02-27,W03,M007,19,3,2
561,WO0231,2025-02-27,W03,M008,32,3,2
562,WO0231,2025-02-27,W03,M004,10,3,2
563,WO0232,2025-02-27,W02,M002,27,3,2
564,WO0232,2025-02-27,W02,M001,46,3,2
565,WO0232,2025-02-27,W02,M004,39,3,2
566,WO0233,2025-02-28,W05,M002,20,4,2
567,WO0233,2025-02-28,W05,M001,39,4,2
568,WO0234,2025-02-28,W05,M002,33,4,2
569,WO0234,2025-02-28,W05,M005,30,4,2
570,WO0235,2025-02-28,W01,M003,17,4,2
571,WO0235,2025-02-28,W01,M001,33,4,2
572,WO0236,2025-02-28,W05,M004,19,4,2
573,WO0237,2025-02-28,W05,M006,14,4,2
574,WO0238,2025-02-28,W02,M007,43,4,2
575,WO0238,2025-02-28,W02,M005,45,4,2
576,WO0239,2025-03-01,W02,M007,7,5,3
577,WO0239,2025-03-01,W02,M003,13,5,3
578,WO0239,2025-03-01,W02,M005,13,5,3
579,WO0240,2025-03-01,W05,M007,10,5,3
580,WO0240,2025-03-01,W05,M002,14,5,3
581,WO0240,2025-03-01,W05,M001,17,5,3
582,WO0240,2025-03-01,W05,M005,7,5,3
583,WO0241,2025-03-02,W01,M002,18,6,3
584,WO0241,2025-03-02,W01,M003,15,6,3
585,WO0241,2025-03-02,W01,M004,8,6,3
586,WO0242,2025-03-02,W03,M001,19,6,3
587,WO0242,2025-03-02,W03,M008,21,6,3
588,WO0243,2025-03-03,W01,M002,44,0,3
589,WO0243,2025-03-03,W01,M005,16,0,3
590,WO0243,2025-03-03,W01,M004,40,0,3
591,WO0244,2025-03-03,W01,M006,43,0,3
592,WO0244,2025-03-03,W01,M008,50,0,3
593,WO0245,2025-03-03,W03,M001,13,0,3
594,WO0245,2025-03-03,W03,M005,10,0,3
595,WO0246,2025-03-04,W04,M006,13,1,3
596,WO0246,2025-03-04,W04,M003,25,1,3
597,WO0246,2025-03-04,W04,M004,22,1,3
598,WO0247,2025-03-04,W05,M002,23,1,3
599,WO0247,2025-03-04,W05,M003,18,1,3
600,WO0247,2025-03-04,W05,M005,45,1,3
601,WO0248,2025-03-04,W04,M002,36,1,3
602,WO0248,2025-03-04,W04,M001,26,1,3
603,WO0249,2025-03-04,W02,M002,27,1,3
604,WO0249,2025-03-04,W02,M003,35,1,3
605,WO0249,2025-03-04,W02,M001,23,1,3
606,WO0250,2025-03-05,W03,M006,13,2,3
607,WO0250,2025-03-05,W03,M005,31,2,3
608,WO0251,2025-03-05,W03,M006,27,2,3
609,WO0251,2025-03-05,W03,M008,23,2,3
610,WO0252,2025-03-05,W05,M007,12,2,3
611,WO0252,2025-03-05,W05,M002,28,2,3
612,WO0252,2025-03-05,W05,M008,41,2,3
613,WO0253,2025-03-06,W03,M007,14,3,3
614,WO0253,2025-03-06,W03,M005,22,3,3
615,WO0253,2025-03-06,W03,M004,9,3,3
616,WO0254,2025-03-06,W01,M005,39,3,3
617,WO0254,2025-03-06,W01,M008,20,3,3
618,WO0255,2025-03-06,W04,M003,20,3,3
619,WO0255,2025-03-06,W04,M008,23,3,3
620,WO0256,2025-03-06,W01,M008,24,3,3
621,WO0256,2025-03-06,W01,M004,15,3,3
622,WO0257,2025-03-06,W01,M006,47,3,3
623,WO0257,2025-03-06,W01,M005,10,3,3
624,WO0258,2025-03-06,W05,M007,35,3,3
625,WO0258,2025-03-06,W05,M002,17,3,3
626,WO0258,2025-03-06,W05,M003,53,3,3
627,WO0259,2025-03-07,W02,M001,28,4,3
628,WO0259,2025-03-07,W02,M005,35,4,3
629,WO0259,2025-03-07,W02,M004,15,4,3
630,WO0260,2025-03-07,W04,M007,21,4,3
631,WO0260,2025-03-07,W04,M004,13,4,3
632,WO0261,2025-03-07,W03,M006,32,4,3
633,WO0262,2025-03-07,W03,M005,38,4,3
634,WO0262,2025-03-07,W03,M008,33,4,3
635,WO0263,2025-03-07,W04,M006,43,4,3
636,WO0263,2025-03-07,W04,M004,27,4,3
637,WO0264,2025-03-07,W03,M007,35,4,3
638,WO0264,2025-03-07,W03,M004,14,4,3
639,WO0265,2025-03-07,W02,M006,26,4,3
640,WO0265,2025-03-07,W02,M005,11,4,3
641,WO0266,2025-03-08,W01,M003,4,5,3
642,WO0266,2025-03-08,W01,M008,11,5,3
643,WO0267,2025-03-08,W05,M008,12,5,3
644,WO0267,2025-03-08,W05,M004,7,5,3
645,WO0268,2025-03-09,W03,M001,13,6,3
646,WO0268,2025-03-09,W03,M008,9,6,3
647,WO0269,2025-03-10,W05,M006,33,0,3
648,WO0269,2025-03-10,W05,M003,32,0,3
649,WO0270,2025-03-10,W03,M005,55,0,3
650,WO0271,2025-03-10,W01,M007,30,0,3
651,WO0271,2025-03-10,W01,M005,31,0,3
652,WO0272,2025-03-10,W03,M003,51,0,3
653,WO0272,2025-03-10,W03,M008,39,0,3
654,WO0273,2025-03-11,W03,M006,35,1,3
655,WO0273,2025-03-11,W03,M003,22,1,3
656,WO0274,2025-03-11,W01,M006,41,1,3
657,WO0274,2025-03-11,W01,M003,17,1,3
658,WO0275,2025-03-11,W04,M002,16,1,3
659,WO0275,2025-03-11,W04,M006,43,1,3
660,WO0275,2025-03-11,W04,M001,9,1,3
661,WO0276,2025-03-11,W03,M006,31,1,3
662,WO0276,2025-03-11,W03,M008,24,1,3
663,WO0277,2025-03-11,W02,M007,10,1,3
664,WO0277,2025-03-11,W02,M002,10,1,3
665,WO0277,2025-03-11,W02,M008,49,1,3
666,WO0278,2025-03-11,W05,M007,19,1,3
667,WO0278,2025-03-11,W05,M002,41,1,3
668,WO0278,2025-03-11,W05,M001,42,1,3
669,WO0279,2025-03-12,W04,M007,27,2,3
670,WO0279,2025-03-12,W04,M004,29,2,3
671,WO0280,2025-03-12,W05,M006,33,2,3
672,WO0280,2025-03-12,W05,M003,28,2,3
673,WO0280,2025-03-12,W05,M008,11,2,3
674,WO0281,2025-03-12,W05,M005,36,2,3
675,WO0281,2025-03-12,W05,M008,33,2,3
676,WO0281,2025-03-12,W05,M004,45,2,3
677,WO0282,2025-03-12,W01,M006,31,2,3
678,WO0282,2025-03-12,W01,M003,30,2,3
679,WO0283,2025-03-13,W04,M002,21,3,3
680,WO0283,2025-03-13,W04,M005,14,3,3
681,WO0283,2025-03-13,W04,M004,20,3,3
682,WO0284,2025-03-13,W05,M007,19,3,3
683,WO0284,2025-03-13,W05,M006,33,3,3
684,WO0284,2025-03-13,W05,M005,28,3,3
685,WO0284,2025-03-13,W05,M004,54,3,3
686,WO0285,2025-03-13,W01,M002,26,3,3
687,WO0285,2025-03-13,W01,M008,23,3,3
688,WO0286,2025-03-13,W05,M007,35,3,3
689,WO0286,2025-03-13,W05,M005,29,3,3
690,WO0287,2025-03-13,W04,M002,28,3,3
691,WO0287,2025-03-13,W04,M006,24,3,3
692,WO0287,2025-03-13,W04,M001,34,3,3
693,WO0288,2025-03-13,W04,M007,39,3,3
694,WO0288,2025-03-13,W04,M002,16,3,3
695,WO0288,2025-03-13,W04,M001,13,3,3
696,WO0288,2025-03-13,W04,M008,37,3,3
697,WO0289,2025-03-13,W04,M002,46,3,3
698,WO0289,2025-03-13,W04,M008,33,3,3
699,WO0290,2025-03-14,W01,M006,16,4,3
700,WO0290,2025-03-14,W01,M004,17,4,3
701,WO0291,2025-03-14,W03,M007,54,4,3
702,WO0291,2025-03-14,W03,M006,24,4,3
703,WO0291,2025-03-14,W03,M008,41,4,3
704,WO0292,2025-03-14,W04,M005,47,4,3
705,WO0292,2025-03-14,W04,M008,30,4,3
706,WO0293,2025-03-14,W05,M002,46,4,3
707,WO0293,2025-03-14,W05,M003,24,4,3
708,WO0293,2025-03-14,W05,M004,34,4,3
709,WO0294,2025-03-14,W05,M002,36,4,3
710,WO0294,2025-03-14,W05,M006,22,4,3
711,WO0294,2025-03-14,W05,M005,32,4,3
712,WO0295,2025-03-14,W03,M007,55,4,3
713,WO0295,2025-03-14,W03,M008,20,4,3
714,WO0296,2025-03-15,W05,M007,19,5,3
715,WO0296,2025-03-15,W05,M004,13,5,3
716,WO0297,2025-03-16,W03,M005,9,6,3
717,WO0297,2025-03-16,W03,M008,15,6,3
718,WO0298,2025-03-16,W01,M005,19,6,3
719,WO0298,2025-03-16,W01,M008,14,6,3
720,WO0299,2025-03-17,W01,M002,40,0,3
721,WO0299,2025-03-17,W01,M006,40,0,3
722,WO0300,2025-03-17,W05,M003,20,0,3
723,WO0300,2025-03-17,W05,M005,47,0,3
724,WO0300,2025-03-17,W05,M008,39,0,3
725,WO0301,2025-03-17,W02,M001,9,0,3
726,WO0301,2025-03-17,W02,M008,33,0,3
727,WO0301,2025-03-17,W02,M004,45,0,3
728,WO0302,2025-03-17,W02,M002,32,0,3
729,WO0302,2025-03-17,W02,M006,36,0,3
730,WO0302,2025-03-17,W02,M005,23,0,3
731,WO0303,2025-03-17,W04,M007,32,0,3
732,WO0303,2025-03-17,W04,M001,30,0,3
733,WO0304,2025-03-17,W05,M006,24,0,3
734,WO0304,2025-03-17,W05,M008,30,0,3
735,WO0304,2025-03-17,W05,M004,35,0,3
736,WO0305,2025-03-18,W05,M007,30,1,3
737,WO0305,2025-03-18,W05,M008,15,1,3
738,WO0306,2025-03-18,W03,M001,30,1,3
739,WO0306,2025-03-18,W03,M004,35,1,3
740,WO0307,2025-03-18,W02,M002,39,1,3
741,WO0307,2025-03-18,W02,M003,33,1,3
742,WO0307,2025-03-18,W02,M001,19,1,3
743,WO0308,2025-03-18,W04,M007,34,1,3
744,WO0308,2025-03-18,W04,M006,33,1,3
745,WO0308,2025-03-18,W04,M005,17,1,3
746,WO0309,2025-03-18,W04,M002,43,1,3
747,WO0309,2025-03-18,W04,M003,42,1,3
748,WO0310,2025-03-18,W03,M001,36,1,3
749,WO0310,2025-03-18,W03,M005,22,1,3
750,WO0310,2025-03-18,W03,M008,45,1,3
751,WO0310,2025-03-18,W03,M004,47,1,3
752,WO0311,2025-03-19,W03,M002,26,2,3
753,WO0311,2025-03-19,W03,M001,32,2,3
754,WO0312,2025-03-19,W05,M005,13,2,3
755,WO0312,2025-03-19,W05,M004,33,2,3
756,WO0313,2025-03-19,W04,M007,28,2,3
757,WO0313,2025-03-19,W04,M002,44,2,3
758,WO0314,2025-03-19,W04,M002,49,2,3
759,WO0314,2025-03-19,W04,M008,18,2,3
760,WO0315,2025-03-19,W01,M007,26,2,3
761,WO0315,2025-03-19,W01,M003,37,2,3
762,WO0316,2025-03-19,W05,M002,12,2,3
763,WO0316,2025-03-19,W05,M003,24,2,3
764,WO0316,2025-03-19,W05,M004,19,2,3
765,WO0317,2025-03-19,W05,M007,38,2,3
766,WO0317,2025-03-19,W05,M005,37,2,3
767,WO0318,2025-03-20,W02,M007,34,3,3
768,WO0318,2025-03-20,W02,M002,33,3,3
769,WO0318,2025-03-20,W02,M001,16,3,3
770,WO0319,2025-03-20,W04,M002,22,3,3
771,WO0319,2025-03-20,W04,M003,23,3,3
772,WO0319,2025-03-20,W04,M001,56,3,3
773,WO0320,2025-03-20,W03,M007,32,3,3
774,WO0320,2025-03-20,W03,M006,33,3,3
775,WO0320,2025-03-20,W03,M005,17,3,3
776,WO0321,2025-03-21,W01,M007,31,4,3
777,WO0321,2025-03-21,W01,M003,46,4,3
778,WO0322,2025-03-21,W05,M002,42,4,3
779,WO0322,2025-03-21,W05,M001,29,4,3
780,WO0322,2025-03-21,W05,M005,17,4,3
781,WO0323,2025-03-21,W02,M006,32,4,3
782,WO0323,2025-03-21,W02,M005,15,4,3
783,WO0324,2025-03-21,W05,M006,32,4,3
784,WO0324,2025-03-21,W05,M005,38,4,3
785,WO0325,2025-03-21,W01,M007,42,4,3
786,WO0325,2025-03-21,W01,M002,44,4,3
787,WO0325,2025-03-21,W01,M003,27,4,3
788,WO0326,2025-03-21,W01,M003,37,4,3
789,WO0326,2025-03-21,W01,M006,47,4,3
790,WO0326,2025-03-21,W01,M005,48,4,3
791,WO0327,2025-03-22,W05,M007,14,5,3
792,WO0327,2025-03-22,W05,M002,10,5,3
793,WO0328,2025-03-23,W01,M006,18,6,3
794,WO0328,2025-03-23,W01,M003,15,6,3
795,WO0329,2025-03-24,W02,M002,32,0,3
796,WO0329,2025-03-24,W02,M001,8,0,3
797,WO0329,2025-03-24,W02,M005,15,0,3
798,WO0330,2025-03-24,W03,M007,35,0,3
799,WO0330,2025-03-24,W03,M004,10,0,3
800,WO0331,2025-03-24,W01,M006,26,0,3
801,WO0332,2025-03-24,W05,M003,40,0,3
802,WO0332,2025-03-24,W05,M004,10,0,3
803,WO0333,2025-03-24,W01,M002,11,0,3
804,WO0333,2025-03-24,W01,M001,19,0,3
805,WO0334,2025-03-25,W03,M007,10,1,3
806,WO0334,2025-03-25,W03,M006,40,1,3
807,WO0334,2025-03-25,W03,M008,50,1,3
808,WO0335,2025-03-25,W03,M003,24,1,3
809,WO0335,2025-03-25,W03,M005,27,1,3
810,WO0336,2025-03-25,W04,M002,46,1,3
811,WO0336,2025-03-25,W04,M006,41,1,3
812,WO0336,2025-03-25,W04,M001,47,1,3
813,WO0336,2025-03-25,W04,M004,12,1,3
814,WO0337,2025-03-25,W02,M008,24,1,3
815,WO0337,2025-03-25,W02,M004,41,1,3
816,WO0338,2025-03-25,W04,M002,28,1,3
817,WO0338,2025-03-25,W04,M001,32,1,3
818,WO0338,2025-03-25,W04,M004,26,1,3
819,WO0339,2025-03-25,W01,M005,52,1,3
820,WO0339,2025-03-25,W01,M008,45,1,3
821,WO0339,2025-03-25,W01,M004,49,1,3
822,WO0340,2025-03-26,W05,M006,57,2,3
823,WO0340,2025-03-26,W05,M005,9,2,3
824,WO0341,2025-03-26,W05,M003,40,2,3
825,WO0342,2025-03-26,W05,M007,13,2,3
826,WO0342,2025-03-26,W05,M006,24,2,3
827,WO0342,2025-03-26,W05,M003,17,2,3
828,WO0343,2025-03-26,W01,M002,44,2,3
829,WO0343,2025-03-26,W01,M006,33,2,3
830,WO0343,2025-03-26,W01,M001,37,2,3
831,WO0344,2025-03-27,W01,M007,28,3,3
832,WO0344,2025-03-27,W01,M006,22,3,3
833,WO0344,2025-03-27,W01,M003,29,3,3
834,WO0345,2025-03-27,W04,M007,49,3,3
835,WO0345,2025-03-27,W04,M002,23,3,3
836,WO0345,2025-03-27,W04,M008,18,3,3
837,WO0346,2025-03-27,W05,M007,30,3,3
838,WO0346,2025-03-27,W05,M008,18,3,3
839,WO0347,2025-03-27,W02,M007,55,3,3
840,WO0347,2025-03-27,W02,M004,43,3,3
841,WO0348,2025-03-28,W05,M003,41,4,3
842,WO0348,2025-03-28,W05,M005,20,4,3
843,WO0348,2025-03-28,W05,M004,18,4,3
844,WO0349,2025-03-28,W04,M007,42,4,3
845,WO0349,2025-03-28,W04,M002,39,4,3
846,WO0349,2025-03-28,W04,M006,25,4,3
847,WO0350,2025-03-28,W02,M007,33,4,3
848,WO0350,2025-03-28,W02,M001,20,4,3
849,WO0351,2025-03-28,W05,M008,44,4,3
850,WO0351,2025-03-28,W05,M004,37,4,3
851,WO0352,2025-03-28,W01,M007,25,4,3
852,WO0352,2025-03-28,W01,M006,31,4,3
853,WO0352,2025-03-28,W01,M005,16,4,3
854,WO0353,2025-03-29,W04,M007,15,5,3
855,WO0353,2025-03-29,W04,M005,13,5,3
856,WO0353,2025-03-29,W04,M004,10,5,3
857,WO0354,2025-03-29,W02,M007,10,5,3
858,WO0354,2025-03-29,W02,M002,7,5,3
859,WO0355,2025-03-30,W01,M002,4,6,3
860,WO0355,2025-03-30,W01,M008,23,6,3
861,WO0355,2025-03-30,W01,M004,9,6,3
862,WO0356,2025-03-31,W03,M006,29,0,3
863,WO0356,2025-03-31,W03,M003,25,0,3
864,WO0357,2025-03-31,W01,M003,40,0,3
865,WO0357,2025-03-31,W01,M001,25,0,3
866,WO0357,2025-03-31,W01,M008,8,0,3
867,WO0358,2025-03-31,W05,M002,20,0,3
868,WO0358,2025-03-31,W05,M004,19,0,3
869,WO0359,2025-03-31,W01,M002,14,0,3
870,WO0359,2025-03-31,W01,M001,17,0,3
871,WO0360,2025-03-31,W03,M008,22,0,3
872,WO0360,2025-03-31,W03,M004,41,0,3
873,WO0361,2025-03-31,W05,M007,37,0,3
874,WO0361,2025-03-31,W05,M003,17,0,3
